LS1_DriftRatio	LS2_DriftRatio	LS3_DriftRatio	LS4_DriftRatio
0.0107699	0.0151804	0.0171293	0.0176421
0.0099800	0.0196223	0.0270843	0.0335023
0.0085412	0.0120715	0.0146908	0.0167407
0.0049753	0.0079605	0.0100750	0.0116920
0.0080479	0.0137637	0.0181534	0.0215829
0.0108152	0.0233231	0.0333389	0.0431197
0.0042758	0.0085516	0.0119273	0.0148528
0.0077038	0.0121599	0.0157853	0.0181266
0.0110652	0.0156757	0.0195617	0.0225256
0.0138927	0.0221587	0.0282020	0.0338285
0.0063057	0.0110848	0.0137398	0.0142044
0.0100135	0.0159207	0.0204592	0.0240611
0.0135562	0.0227335	0.0299540	0.0350784
0.0067634	0.0100761	0.0128367	0.0149761
0.0087036	0.0127088	0.0170221	0.0198720
0.0087668	0.0150652	0.0206828	0.0253641
0.0089710	0.0155957	0.0186320	0.0199431
0.0058522	0.0097536	0.0123929	0.0143436
0.0136935	0.0220153	0.0296325	0.0354006
0.0080734	0.0125039	0.0148176	0.0156545
0.0110598	0.0171604	0.0226706	0.0267246
0.0080157	0.0112561	0.0139848	0.0155197
0.0030979	0.0051024	0.0065602	0.0076536
0.0071688	0.0109057	0.0142613	0.0167780
0.0169356	0.0269129	0.0363747	0.0435908
0.0124208	0.0174829	0.0224043	0.0261073
0.0105209	0.0159163	0.0195132	0.0225705
0.0074096	0.0152092	0.0222288	0.0281849
0.0103665	0.0244835	0.0361984	0.0477449
0.0037297	0.0076413	0.0107342	0.0135542
0.0045187	0.0084951	0.0108448	0.0131945
0.0064655	0.0104167	0.0132902	0.0153556
0.0141827	0.0219629	0.0282033	0.0327823
0.0148755	0.0237344	0.0306984	0.0374255
0.0090531	0.0137169	0.0170089	0.0196151
0.0067852	0.0119466	0.0164701	0.0201237
0.0085901	0.0138158	0.0181825	0.0215469
0.0096241	0.0142903	0.0165748	0.0177900
0.0075776	0.0119864	0.0151553	0.0173597
0.0084427	0.0164801	0.0240785	0.0304949
0.0171502	0.0138179	0.0217264	0.0241257
0.0106954	0.0184663	0.0255687	0.0313342
0.0080264	0.0091596	0.0126062	0.0143059
0.0077721	0.0121438	0.0154469	0.0183615
0.0038517	0.0071042	0.0095864	0.0119830
0.0082027	0.0115007	0.0153906	0.0187731
0.0095336	0.0204290	0.0303030	0.0395271
0.0055766	0.0083649	0.0098521	0.0111532
0.0114774	0.0199792	0.0237200	0.0257179
0.0123838	0.0214773	0.0283571	0.0343395
0.0109575	0.0161462	0.0213961	0.0254555
0.0088118	0.0195096	0.0292181	0.0378135
0.0125112	0.0226783	0.0305558	0.0376155
0.0059797	0.0106305	0.0134210	0.0154143
0.0079334	0.0145988	0.0216543	0.0273442
0.0095519	0.0163812	0.0212726	0.0247795
0.0093764	0.0139986	0.0176963	0.0203815
0.0114029	0.0203402	0.0279569	0.0346929
0.0113686	0.0283341	0.0429967	0.0560268
0.0084640	0.0126145	0.0164396	0.0197357
0.0060518	0.0082750	0.0098806	0.0112391
0.0093619	0.0169062	0.0235589	0.0291143
0.0053540	0.0103429	0.0135066	0.0152102
0.0081677	0.0133350	0.0180023	0.0219611
0.0060333	0.0112882	0.0136237	0.0157646
0.0105830	0.0194126	0.0268019	0.0330641
0.0057937	0.0093288	0.0115874	0.0134531
0.0086420	0.0129016	0.0174070	0.0208884
0.0064493	0.0114595	0.0155103	0.0186551
0.0076306	0.0113680	0.0137039	0.0157284
0.0136969	0.0205454	0.0261099	0.0307647
0.0078531	0.0137960	0.0176165	0.0204464
0.0219550	0.0368001	0.0470381	0.0560247
0.0096768	0.0160929	0.0205106	0.0242971
0.0132762	0.0247121	0.0322484	0.0392151
0.0071198	0.0122553	0.0175076	0.0224097
0.0058930	0.0135479	0.0202307	0.0257592
0.0113477	0.0178321	0.0214156	0.0237193
0.0048204	0.0099190	0.0129781	0.0160372
0.0096634	0.0137407	0.0187559	0.0212023
0.0130884	0.0208185	0.0255620	0.0289878
0.0089333	0.0129778	0.0167556	0.0195556
0.0088278	0.0152697	0.0192065	0.0230239
0.0036573	0.0086446	0.0121357	0.0149618
0.0068375	0.0114927	0.0145478	0.0171664
0.0104440	0.0139673	0.0171131	0.0195038
0.0052852	0.0078691	0.0101007	0.0118624
0.0090179	0.0129529	0.0159042	0.0183636
0.0096600	0.0132451	0.0169797	0.0195191
0.0122188	0.0146208	0.0166051	0.0181716
0.0050847	0.0106707	0.0146811	0.0184051
0.0097892	0.0314514	0.0508725	0.0683674
0.0144091	0.0268567	0.0366263	0.0448116
0.0089291	0.0148634	0.0184683	0.0203539
0.0081550	0.0130254	0.0169141	0.0203120
0.0092315	0.0138154	0.0169987	0.0197362
0.0147558	0.0276933	0.0381832	0.0480436
0.0103372	0.0194881	0.0281644	0.0355530
0.0083272	0.0142752	0.0192035	0.0232821
0.0057276	0.0092881	0.0117649	0.0136225
0.0109983	0.0121890	0.0182678	0.0204926
0.0092286	0.0203448	0.0295035	0.0367744
0.0152598	0.0225236	0.0283798	0.0338417
0.0135389	0.0202056	0.0252863	0.0291042
0.0059027	0.0107181	0.0146792	0.0184072
0.0060584	0.0088982	0.0111701	0.0130634
0.0067706	0.0208819	0.0341380	0.0465389
0.0042253	0.0082158	0.0115021	0.0143972
0.0075473	0.0135477	0.0180479	0.0225013
0.0078668	0.0106615	0.0128352	0.0146984
0.0079275	0.0169874	0.0242920	0.0311436
0.0129076	0.0204775	0.0264298	0.0304089
0.0095531	0.0177682	0.0250187	0.0305265
0.0082702	0.0153898	0.0208554	0.0252422
0.0081610	0.0202897	0.0310207	0.0400384
0.0093946	0.0160773	0.0210167	0.0263436
0.0027303	0.0047325	0.0065527	0.0080089
0.0109852	0.0221579	0.0308925	0.0374568
0.0154571	0.0206219	0.0240904	0.0255984
0.0095778	0.0151649	0.0192785	0.0227166
0.0124964	0.0226150	0.0319674	0.0403424
0.0136834	0.0268769	0.0365645	0.0456869
0.0080221	0.0161826	0.0233288	0.0299678
0.0055879	0.0111757	0.0125727	0.0134458
0.0062966	0.0109361	0.0143164	0.0168350
0.0132756	0.0227416	0.0295527	0.0350360
0.0104827	0.0196830	0.0259280	0.0323961
0.0148711	0.0193946	0.0239747	0.0273673
0.0110307	0.0173555	0.0224661	0.0272224
0.0086741	0.0198265	0.0300427	0.0395429
0.0165485	0.0234831	0.0289467	0.0328342
0.0103388	0.0140984	0.0181321	0.0208735
0.0099818	0.0149727	0.0206709	0.0246794
0.0094260	0.0104100	0.0164179	0.0189038
0.0095947	0.0172858	0.0233015	0.0280989
0.0124766	0.0267728	0.0372219	0.0475151
0.0089561	0.0174946	0.0253833	0.0322976
0.0103413	0.0182718	0.0249968	0.0317853
0.0086678	0.0131305	0.0170782	0.0200390
0.0062587	0.0099822	0.0130719	0.0160032
0.0180161	0.0244823	0.0289965	0.0309078
0.0053114	0.0101045	0.0123068	0.0136023
0.0083833	0.0110742	0.0140239	0.0161973
0.0080743	0.0132889	0.0173261	0.0209427
0.0099511	0.0179554	0.0244143	0.0302244
0.0036877	0.0075696	0.0106750	0.0130041
0.0121540	0.0169555	0.0199565	0.0216070
0.0063563	0.0099263	0.0126256	0.0146283
0.0160541	0.0219741	0.0260545	0.0279274
0.0132023	0.0158427	0.0231605	0.0268948
0.0037733	0.0068130	0.0083852	0.0098526
0.0120132	0.0160359	0.0217004	0.0256137
0.0192564	0.0228445	0.0276885	0.0303199
0.0096145	0.0195606	0.0274512	0.0287110
0.0061606	0.0076437	0.0100395	0.0112184
0.0050925	0.0099021	0.0140516	0.0177295
0.0101089	0.0236323	0.0356282	0.0450632
0.0140263	0.0187573	0.0253540	0.0303515
0.0103428	0.0148196	0.0172895	0.0194507
0.0086415	0.0148373	0.0196472	0.0235603
0.0051531	0.0077940	0.0109503	0.0129471
0.0126795	0.0153137	0.0192872	0.0215641
0.0107832	0.0244086	0.0366129	0.0472290
0.0074537	0.0120088	0.0138032	0.0158737
0.0105058	0.0160789	0.0199865	0.0231896
0.0034814	0.0111404	0.0167106	0.0220197
0.0085846	0.0208195	0.0289984	0.0373127
0.0080287	0.0115970	0.0146301	0.0166818
0.0050253	0.0087281	0.0105795	0.0119019
0.0075089	0.0129753	0.0176608	0.0219259
0.0090021	0.0174699	0.0244578	0.0287739
0.0046931	0.0070943	0.0088406	0.0101503
0.0058685	0.0090868	0.0109798	0.0124943
0.0063679	0.0077762	0.0102866	0.0111439
0.0046660	0.0083176	0.0103463	0.0121721
0.0072678	0.0122718	0.0164418	0.0196587
0.0053731	0.0095296	0.0137875	0.0156123
0.0112838	0.0180909	0.0217091	0.0230582
0.0124519	0.0252177	0.0348443	0.0435292
0.0117420	0.0277085	0.0427103	0.0551509
0.0070227	0.0153074	0.0217266	0.0261159
0.0171038	0.0265167	0.0340929	0.0408655
0.0097940	0.0132561	0.0166726	0.0188136
0.0142297	0.0212163	0.0270493	0.0321129
0.0049002	0.0088733	0.0113897	0.0141709
0.0116292	0.0140234	0.0179910	0.0196328
0.0067386	0.0129062	0.0179887	0.0219291
0.0115858	0.0254368	0.0394179	0.0507173
0.0091712	0.0152108	0.0194609	0.0229654
0.0053672	0.0082184	0.0103989	0.0117406
0.0140931	0.0170683	0.0217660	0.0240365
0.0091765	0.0190084	0.0269614	0.0328168
0.0103222	0.0143967	0.0203275	0.0232701
0.0091210	0.0175463	0.0246575	0.0304547
0.0127534	0.0158517	0.0206073	0.0231291
0.0069130	0.0093600	0.0121130	0.0141930
0.0106964	0.0174151	0.0229638	0.0276769
0.0067692	0.0094768	0.0114109	0.0121845
0.0108332	0.0158244	0.0195111	0.0222903
0.0086444	0.0158417	0.0207922	0.0244479
0.0134040	0.0167059	0.0232117	0.0272983
0.0135166	0.0200990	0.0267821	0.0313044
0.0207012	0.0281387	0.0296263	0.0302462
0.0131053	0.0236521	0.0329982	0.0405167
0.0092695	0.0178606	0.0237953	0.0288822
0.0143112	0.0222717	0.0277726	0.0308584
0.0085297	0.0138776	0.0180070	0.0215272
0.0055239	0.0101439	0.0145630	0.0173752
0.0084399	0.0127681	0.0157978	0.0185029
0.0034194	0.0074087	0.0106381	0.0131077
0.0122434	0.0157024	0.0214259	0.0246112
0.0078527	0.0147576	0.0192706	0.0237838
0.0067494	0.0116124	0.0162656	0.0204579
0.0086513	0.0169909	0.0235379	0.0293053
0.0096940	0.0229692	0.0349170	0.0455989
0.0156484	0.0191737	0.0258802	0.0291903
0.0047840	0.0105061	0.0148211	0.0181980
0.0102044	0.0113744	0.0171265	0.0200514
0.0071454	0.0187707	0.0282486	0.0357273
0.0147450	0.0328534	0.0473637	0.0578064
0.0150941	0.0238738	0.0305775	0.0353782
0.0026244	0.0048989	0.0059486	0.0066485
0.0116934	0.0294417	0.0435619	0.0572899
0.0055789	0.0091399	0.0121074	0.0140066
0.0133080	0.0193811	0.0215991	0.0221008
0.0095472	0.0184833	0.0265793	0.0336824
0.0125812	0.0161172	0.0219612	0.0251623
0.0070879	0.0158821	0.0219198	0.0278921
0.0089880	0.0174199	0.0247401	0.0312726
0.0089388	0.0167175	0.0218352	0.0255880
0.0079709	0.0144261	0.0194219	0.0234634
0.0142311	0.0209384	0.0260708	0.0296870
0.0095310	0.0159413	0.0207490	0.0242072
0.0135144	0.0222737	0.0287389	0.0328683
0.0055294	0.0115748	0.0165144	0.0210854
0.0082823	0.0145145	0.0178766	0.0189427
0.0118513	0.0229009	0.0323471	0.0400505
0.0096120	0.0126550	0.0173885	0.0204798
0.0155292	0.0249502	0.0345264	0.0399099
0.0101729	0.0161929	0.0214889	0.0257181
0.0035822	0.0058377	0.0075625	0.0088892
0.0105773	0.0199661	0.0275723	0.0337522
0.0056229	0.0092010	0.0120125	0.0143979
0.0114803	0.0196471	0.0271109	0.0333363
0.0122350	0.0200433	0.0255768	0.0301263
0.0112190	0.0215325	0.0304684	0.0389712
0.0093911	0.0227133	0.0324319	0.0413862
0.0115052	0.0175439	0.0225019	0.0267607
0.0129639	0.0271849	0.0394024	0.0516199
0.0066851	0.0129458	0.0174026	0.0206921
0.0060095	0.0134695	0.0201698	0.0268701
0.0070370	0.0146296	0.0213580	0.0280246
0.0081755	0.0144072	0.0191525	0.0232689
0.0086475	0.0111760	0.0149182	0.0176489
0.0051183	0.0119639	0.0177860	0.0227763
0.0103659	0.0153569	0.0198753	0.0234488
0.0209505	0.0295603	0.0373091	0.0424750
0.0122409	0.0232951	0.0317383	0.0376722
0.0050178	0.0100357	0.0142612	0.0176064
0.0068920	0.0099551	0.0122524	0.0137839
0.0126218	0.0257880	0.0366774	0.0452899
0.0105193	0.0217020	0.0323477	0.0411929
0.0073056	0.0158107	0.0238796	0.0311489
0.0130906	0.0249093	0.0350319	0.0441477
0.0114774	0.0239587	0.0349206	0.0450142
0.0046085	0.0096360	0.0135114	0.0169678
0.0063409	0.0082378	0.0117064	0.0128445
0.0149233	0.0224756	0.0295924	0.0341674
0.0104283	0.0159673	0.0202754	0.0233526
0.0122170	0.0178045	0.0218769	0.0243866
0.0154138	0.0208278	0.0271885	0.0319517
0.0146209	0.0246489	0.0333755	0.0399587
0.0052467	0.0097809	0.0134730	0.0172299
0.0041327	0.0117092	0.0185281	0.0243139
0.0098973	0.0167804	0.0225389	0.0270828
0.0068379	0.0113965	0.0145677	0.0165497
0.0182886	0.0258261	0.0320199	0.0365189
0.0108641	0.0144436	0.0174579	0.0190906
0.0040481	0.0077442	0.0098562	0.0116162
0.0054779	0.0111645	0.0162251	0.0205551
0.0052247	0.0091827	0.0120325	0.0147240
0.0134063	0.0183898	0.0255492	0.0291992
0.0056513	0.0101129	0.0137566	0.0168797
0.0042903	0.0078911	0.0107258	0.0132540
0.0135731	0.0218898	0.0297024	0.0358589
0.0105028	0.0204409	0.0294379	0.0371926
0.0066222	0.0103697	0.0129877	0.0145278
0.0034841	0.0071342	0.0099547	0.0124434
0.0059477	0.0104472	0.0143261	0.0173259
0.0095231	0.0160511	0.0208127	0.0251135
0.0045449	0.0089005	0.0111730	0.0128773
0.0087651	0.0197033	0.0281787	0.0348429
0.0070162	0.0150718	0.0214383	0.0274150
0.0086734	0.0132912	0.0171060	0.0194349
0.0090635	0.0166315	0.0235651	0.0297284
0.0076456	0.0109062	0.0132674	0.0151788
0.0136709	0.0165343	0.0216147	0.0245244
0.0039595	0.0054679	0.0069762	0.0079190
0.0085358	0.0141235	0.0189914	0.0229337
0.0209190	0.0290058	0.0355913	0.0402400
0.0077775	0.0204648	0.0315879	0.0409731
0.0121675	0.0274321	0.0405674	0.0525690
0.0118978	0.0209877	0.0280312	0.0336470
0.0103554	0.0162871	0.0203087	0.0228220
0.0080900	0.0213200	0.0331197	0.0433104
0.0065568	0.0093563	0.0116401	0.0134819
0.0078482	0.0141743	0.0180270	0.0204528
0.0124409	0.0165294	0.0199755	0.0220781
0.0075187	0.0125803	0.0163151	0.0186247
0.0119570	0.0203448	0.0276171	0.0333280
0.0100125	0.0228933	0.0346376	0.0455702
0.0130072	0.0183011	0.0234199	0.0270310
0.0073142	0.0209955	0.0329403	0.0424120
0.0091571	0.0195943	0.0295392	0.0390245
0.0076705	0.0189155	0.0271073	0.0326552
0.0128772	0.0193442	0.0262366	0.0311153
0.0089222	0.0168711	0.0240088	0.0305383
0.0168711	0.0310412	0.0432582	0.0537714
0.0145938	0.0242713	0.0335617	0.0402586
0.0072423	0.0105714	0.0146599	0.0167625
0.0127640	0.0206874	0.0282652	0.0344599
0.0057221	0.0091406	0.0121874	0.0144911
0.0087749	0.0137285	0.0194463	0.0231545
0.0108398	0.0171121	0.0210364	0.0232558
0.0053561	0.0121660	0.0174456	0.0220365
0.0108587	0.0214406	0.0310545	0.0399766
0.0063212	0.0099237	0.0133902	0.0160410
0.0073316	0.0145082	0.0206523	0.0256605
0.0058324	0.0080487	0.0099151	0.0113148
0.0088816	0.0132541	0.0166701	0.0192662
0.0084959	0.0111161	0.0140540	0.0157214
0.0078188	0.0192310	0.0274448	0.0335260
0.0128108	0.0248977	0.0353413	0.0432227
0.0075763	0.0173672	0.0252931	0.0317039
0.0110603	0.0243702	0.0352432	0.0453662
0.0195713	0.0242894	0.0303704	0.0340400
0.0194932	0.0270612	0.0335741	0.0384359
0.0042960	0.0077328	0.0101385	0.0127161
0.0105451	0.0193328	0.0263628	0.0310241
0.0034814	0.0076259	0.0106099	0.0135939
0.0078225	0.0119877	0.0145274	0.0157465
0.0099775	0.0088585	0.0146865	0.0170644
0.0048811	0.0111712	0.0163541	0.0204301
0.0046984	0.0090159	0.0121905	0.0148571
0.0087004	0.0126699	0.0150625	0.0162588
0.0061507	0.0089625	0.0111591	0.0129165
0.0093992	0.0095526	0.0157676	0.0174940
0.0141755	0.0212633	0.0296167	0.0368942
0.0066242	0.0109999	0.0147678	0.0183535
0.0114878	0.0154219	0.0213074	0.0252101
0.0115350	0.0130576	0.0179485	0.0203016
0.0117707	0.0271605	0.0410959	0.0537798
0.0043719	0.0083173	0.0100234	0.0108765
0.0043242	0.0078247	0.0098839	0.0111193
0.0086433	0.0141921	0.0184960	0.0218395
0.0156118	0.0258269	0.0343075	0.0416700
0.0070025	0.0132600	0.0171337	0.0208585
0.0065647	0.0106476	0.0135296	0.0160915
0.0069282	0.0131733	0.0180523	0.0225410
0.0098040	0.0151227	0.0204991	0.0249554
0.0153867	0.0208245	0.0264637	0.0310958
0.0110694	0.0124978	0.0190145	0.0203535
0.0092272	0.0257943	0.0399759	0.0510905
0.0066744	0.0177716	0.0288688	0.0382773
0.0129011	0.0175142	0.0208763	0.0235347
0.0085189	0.0159457	0.0225423	0.0283964
0.0088125	0.0147762	0.0194483	0.0237786
0.0136122	0.0159580	0.0263653	0.0303301
0.0062764	0.0093341	0.0108630	0.0115872
0.0121500	0.0212400	0.0281699	0.0350101
0.0040312	0.0068027	0.0090703	0.0110859
0.0090614	0.0136502	0.0176581	0.0211433
0.0099387	0.0127783	0.0166591	0.0187415
0.0127953	0.0205184	0.0270633	0.0329210
0.0087834	0.0155425	0.0191451	0.0205518
0.0059180	0.0074754	0.0100295	0.0114622
0.0125758	0.0172041	0.0210713	0.0227155
0.0083299	0.0187876	0.0277513	0.0353117
0.0073004	0.0152356	0.0208695	0.0266622
0.0162035	0.0171664	0.0253013	0.0291862
0.0135483	0.0235373	0.0322632	0.0396115
0.0049721	0.0075938	0.0102155	0.0114812
0.0077825	0.0126003	0.0161210	0.0190857
0.0153989	0.0217363	0.0264617	0.0312982
0.0087212	0.0206249	0.0314881	0.0410968
0.0050918	0.0073291	0.0098750	0.0114951
0.0093056	0.0207627	0.0304718	0.0391857
0.0060364	0.0073934	0.0110901	0.0127746
0.0061846	0.0101604	0.0125164	0.0148724
0.0109539	0.0151268	0.0180329	0.0201194
0.0099530	0.0121648	0.0187331	0.0205764
0.0069341	0.0105746	0.0142584	0.0172053
0.0105877	0.0157440	0.0196628	0.0224130
0.0089134	0.0222701	0.0346424	0.0456311
0.0122291	0.0183206	0.0230738	0.0268579
0.0161352	0.0130336	0.0205843	0.0231533
0.0070931	0.0128301	0.0167939	0.0207577
0.0107030	0.0144806	0.0179720	0.0196317
0.0119462	0.0187157	0.0235827	0.0272107
0.0073088	0.0101298	0.0119249	0.0137201
0.0070317	0.0121343	0.0166147	0.0203483
0.0087258	0.0114229	0.0171343	0.0200693
0.0074843	0.0130976	0.0157705	0.0173743
0.0061966	0.0106921	0.0142157	0.0174962
0.0172544	0.0303030	0.0404939	0.0501456
0.0098726	0.0158368	0.0212172	0.0249480
0.0049303	0.0111172	0.0157575	0.0202044
0.0100252	0.0137572	0.0174892	0.0205626
0.0103883	0.0147708	0.0178548	0.0203707
0.0127144	0.0216658	0.0289067	0.0356915
0.0155963	0.0264345	0.0351049	0.0428767
0.0048011	0.0077920	0.0103894	0.0124358
0.0104167	0.0196411	0.0278928	0.0332267
0.0183923	0.0294046	0.0381684	0.0454331
0.0084953	0.0127430	0.0157853	0.0185406
0.0153702	0.0196768	0.0241319	0.0266566
0.0069651	0.0143399	0.0203217	0.0254842
0.0095246	0.0176885	0.0237434	0.0287779
0.0118363	0.0114108	0.0182466	0.0214385
0.0090551	0.0148294	0.0196850	0.0236876
0.0100305	0.0128331	0.0173321	0.0205035
0.0099674	0.0185948	0.0262419	0.0327777
0.0048192	0.0083701	0.0097651	0.0109065
0.0080859	0.0100407	0.0133284	0.0144835
0.0158295	0.0199093	0.0210517	0.0210517
0.0118825	0.0240926	0.0336361	0.0411211
0.0139811	0.0237255	0.0318694	0.0389305
0.0060824	0.0094105	0.0117058	0.0134272
0.0055750	0.0146286	0.0228796	0.0304616
0.0076910	0.0188614	0.0285667	0.0371124
0.0162590	0.0228424	0.0276303	0.0312212
0.0130059	0.0169373	0.0226190	0.0261465
0.0075228	0.0128331	0.0158423	0.0184089
0.0143218	0.0184448	0.0245641	0.0276889
0.0079607	0.0142648	0.0188204	0.0225017
0.0077442	0.0181101	0.0280323	0.0369864
0.0089151	0.0192759	0.0270465	0.0348772
0.0097090	0.0169907	0.0230407	0.0284387
0.0085173	0.0161578	0.0232660	0.0292783
0.0071826	0.0202247	0.0295336	0.0387955
0.0078949	0.0141729	0.0192618	0.0238750
0.0107278	0.0173108	0.0225285	0.0266245
0.0128213	0.0221460	0.0300991	0.0377783
0.0113501	0.0162777	0.0228386	0.0277109
0.0058260	0.0134375	0.0189816	0.0229282
0.0125713	0.0196628	0.0248203	0.0299778
0.0125128	0.0290251	0.0418152	0.0544072
0.0061603	0.0098565	0.0125259	0.0149900
0.0078858	0.0143057	0.0192091	0.0238092
0.0116717	0.0194805	0.0252541	0.0305292
0.0112390	0.0183153	0.0253918	0.0312788
0.0111924	0.0184818	0.0234753	0.0268618
0.0133447	0.0244223	0.0326146	0.0410645
0.0045674	0.0098114	0.0143787	0.0179311
0.0060244	0.0091622	0.0119234	0.0138688
0.0139606	0.0200496	0.0262729	0.0308480
0.0163253	0.0185942	0.0253018	0.0287050
0.0102656	0.0187612	0.0260534	0.0331330
0.0092584	0.0218165	0.0302869	0.0363935
0.0096166	0.0193877	0.0278456	0.0347202
0.0093799	0.0141068	0.0180212	0.0213448
0.0130235	0.0175437	0.0204079	0.0213030
0.0090865	0.0224175	0.0347322	0.0458812
0.0119719	0.0179847	0.0226015	0.0258765
0.0065079	0.0093078	0.0115780	0.0132428
0.0111889	0.0236872	0.0322574	0.0387445
0.0114334	0.0213959	0.0292187	0.0355037
0.0071113	0.0156448	0.0221526	0.0271521
0.0098688	0.0185765	0.0255956	0.0325618
0.0067798	0.0157169	0.0225583	0.0291533
0.0050585	0.0146359	0.0226620	0.0283948
0.0092777	0.0167958	0.0224744	0.0267133
0.0137272	0.0199601	0.0241896	0.0267865
0.0068255	0.0126009	0.0160137	0.0198202
0.0151266	0.0228287	0.0288655	0.0345553
0.0048776	0.0153644	0.0170715	0.0185348
0.0116561	0.0174322	0.0216471	0.0244049
0.0082440	0.0235835	0.0358346	0.0453803
0.0135809	0.0237365	0.0325701	0.0401719
0.0133126	0.0213742	0.0289180	0.0351552
0.0080712	0.0121670	0.0166844	0.0178891
0.0056891	0.0107009	0.0146291	0.0170673
0.0067761	0.0112936	0.0142472	0.0166797
0.0139894	0.0211563	0.0259804	0.0301152
0.0092934	0.0174704	0.0240846	0.0288290
0.0114712	0.0189638	0.0268630	0.0327293
0.0092769	0.0129877	0.0172757	0.0205741
0.0090140	0.0117961	0.0139662	0.0154129
0.0088398	0.0116361	0.0146128	0.0163266
0.0031870	0.0052586	0.0065335	0.0071709
0.0102230	0.0153702	0.0193021	0.0231625
0.0083237	0.0128916	0.0161905	0.0180177
0.0108873	0.0094075	0.0150891	0.0174938
0.0111210	0.0163353	0.0219976	0.0263972
0.0111284	0.0181745	0.0242141	0.0294148
0.0174044	0.0141543	0.0234766	0.0269831
0.0071594	0.0089041	0.0122131	0.0138375
0.0171657	0.0253114	0.0326287	0.0381052
0.0121333	0.0107058	0.0167214	0.0190666
0.0149551	0.0224841	0.0282600	0.0331075
0.0107179	0.0206703	0.0290326	0.0355693
0.0154316	0.0234045	0.0304590	0.0360071
0.0044957	0.0077426	0.0097407	0.0112393
0.0049622	0.0090580	0.0126024	0.0159105
0.0132146	0.0177075	0.0224648	0.0252839
0.0065129	0.0105877	0.0135601	0.0154974
0.0094439	0.0178440	0.0248025	0.0303695
0.0058085	0.0102858	0.0140371	0.0169414
0.0124865	0.0190969	0.0244832	0.0293188
0.0089826	0.0132742	0.0162684	0.0178654
0.0040136	0.0061877	0.0078601	0.0090307
0.0050180	0.0112684	0.0167265	0.0214804
0.0116121	0.0134930	0.0170093	0.0186448
0.0071234	0.0109279	0.0141658	0.0165942
0.0077077	0.0148171	0.0205187	0.0244607
0.0073836	0.0099835	0.0125833	0.0143512
0.0101216	0.0166558	0.0211400	0.0248556
0.0107443	0.0162424	0.0211109	0.0248882
0.0117551	0.0177268	0.0224758	0.0265196
0.0068787	0.0129280	0.0180504	0.0224411
0.0132585	0.0218268	0.0270581	0.0319286
0.0095263	0.0149952	0.0184352	0.0217871
0.0041298	0.0078626	0.0104834	0.0129454
0.0094689	0.0151317	0.0189378	0.0225583
0.0078463	0.0164374	0.0235885	0.0300444
0.0073837	0.0131266	0.0160801	0.0193617
0.0092685	0.0104847	0.0143431	0.0157689
0.0180727	0.0254752	0.0349201	0.0434969
0.0095815	0.0135149	0.0164397	0.0188603
0.0143138	0.0203125	0.0243513	0.0283900
0.0101072	0.0138974	0.0182078	0.0213664
0.0122333	0.0185852	0.0224669	0.0257605
0.0098832	0.0195365	0.0273512	0.0347060
0.0152424	0.0299631	0.0411487	0.0513489
0.0110852	0.0212333	0.0300158	0.0371650
0.0145166	0.0233069	0.0300880	0.0363667
0.0063879	0.0143920	0.0199333	0.0251668
0.0041471	0.0082942	0.0117502	0.0142557
0.0096578	0.0140348	0.0178408	0.0206478
0.0116587	0.0170582	0.0241085	0.0293704
0.0114593	0.0240317	0.0340831	0.0425957
0.0031066	0.0048010	0.0059307	0.0067779
0.0100347	0.0154238	0.0192022	0.0216180
0.0113899	0.0146401	0.0200573	0.0233630
0.0093083	0.0286946	0.0440217	0.0559195
0.0073901	0.0115601	0.0157302	0.0175250
0.0136140	0.0156827	0.0210221	0.0234821
0.0123381	0.0206614	0.0275648	0.0339297
0.0055155	0.0085239	0.0110309	0.0130365
0.0155620	0.0233934	0.0299112	0.0358227
0.0099490	0.0285205	0.0447291	0.0585748
0.0059233	0.0115504	0.0136235	0.0145120
0.0063892	0.0126643	0.0179125	0.0223622
0.0100091	0.0206831	0.0304706	0.0383744
0.0128840	0.0192976	0.0238950	0.0270168
0.0128824	0.0182671	0.0224930	0.0258329
0.0091886	0.0148919	0.0199615	0.0236845
0.0083364	0.0134416	0.0179653	0.0213257
0.0107336	0.0202989	0.0267974	0.0313246
0.0079279	0.0207740	0.0313444	0.0392723
0.0115905	0.0242153	0.0346290	0.0436161
0.0047295	0.0067264	0.0084080	0.0096692
0.0048696	0.0092099	0.0125974	0.0157732
0.0076503	0.0133656	0.0185407	0.0228159
0.0058336	0.0085560	0.0102412	0.0112783
0.0095690	0.0150369	0.0191379	0.0216583
0.0081809	0.0145526	0.0192724	0.0232842
0.0117331	0.0146752	0.0205950	0.0249550
0.0106053	0.0160056	0.0243338	0.0260905
0.0074906	0.0131502	0.0163130	0.0183105
0.0108333	0.0223725	0.0346176	0.0445820
0.0075308	0.0108594	0.0146040	0.0168923
0.0082628	0.0176137	0.0248564	0.0325071
0.0070106	0.0169872	0.0244023	0.0313454
0.0045840	0.0088482	0.0120464	0.0143917
0.0056470	0.0072604	0.0093348	0.0104872
0.0129343	0.0175948	0.0236693	0.0268112
0.0098679	0.0137147	0.0170597	0.0183977
0.0075454	0.0209028	0.0327987	0.0425533
0.0101909	0.0149866	0.0217570	0.0268348
0.0085618	0.0201362	0.0288565	0.0367843
