LS1_DriftRatio	LS2_DriftRatio	LS3_DriftRatio	LS4_DriftRatio
0.0061088	0.0129293	0.0188010	0.0239014
0.0095930	0.0189463	0.0262369	0.0326642
0.0100889	0.0162880	0.0218794	0.0267415
0.0065225	0.0109745	0.0142357	0.0166687
0.0091510	0.0143562	0.0193935	0.0223319
0.0066247	0.0097793	0.0119876	0.0138803
0.0082346	0.0151826	0.0211527	0.0251671
0.0079575	0.0109958	0.0125874	0.0137448
0.0103542	0.0185696	0.0258346	0.0325223
0.0077635	0.0115733	0.0145925	0.0171803
0.0097900	0.0148166	0.0200800	0.0238434
0.0047791	0.0108050	0.0153070	0.0183546
0.0054545	0.0084457	0.0109091	0.0131964
0.0104901	0.0183147	0.0254514	0.0321296
0.0091098	0.0174967	0.0242207	0.0298601
0.0143683	0.0221137	0.0281192	0.0327216
0.0054032	0.0077806	0.0097257	0.0112386
0.0093152	0.0204383	0.0281420	0.0361208
0.0152603	0.0243537	0.0310432	0.0372624
0.0071369	0.0170761	0.0257454	0.0336704
0.0066475	0.0083569	0.0111426	0.0125354
0.0092976	0.0245497	0.0383742	0.0494129
0.0144005	0.0113535	0.0205307	0.0234689
0.0108324	0.0164406	0.0212806	0.0255828
0.0087256	0.0216869	0.0311748	0.0379520
0.0046845	0.0095154	0.0138340	0.0172742
0.0075348	0.0114816	0.0143520	0.0170072
0.0166235	0.0295227	0.0391970	0.0474633
0.0041476	0.0068484	0.0090669	0.0111889
0.0139147	0.0227320	0.0281050	0.0325136
0.0075749	0.0131737	0.0176747	0.0215171
0.0102816	0.0235427	0.0346217	0.0441479
0.0087420	0.0161345	0.0224710	0.0266954
0.0077886	0.0244733	0.0389787	0.0507329
0.0047772	0.0109951	0.0157723	0.0203978
0.0107791	0.0160239	0.0217028	0.0261519
0.0121899	0.0195141	0.0246872	0.0303725
0.0038067	0.0087011	0.0126438	0.0156348
0.0079346	0.0134889	0.0170028	0.0189297
0.0177374	0.0213124	0.0271562	0.0299062
0.0158638	0.0331772	0.0461415	0.0573663
0.0129789	0.0227951	0.0314178	0.0393544
0.0067298	0.0106453	0.0145609	0.0166410
0.0079118	0.0133344	0.0167125	0.0198238
0.0116419	0.0165011	0.0199431	0.0220690
0.0065956	0.0132396	0.0193018	0.0246363
0.0088771	0.0226505	0.0359309	0.0469921
0.0091772	0.0171947	0.0239010	0.0300023
0.0117035	0.0143691	0.0190338	0.0218660
0.0097163	0.0288342	0.0484917	0.0659001
0.0071609	0.0117730	0.0151714	0.0175988
0.0142846	0.0209820	0.0264923	0.0316213
0.0051617	0.0099493	0.0133157	0.0169064
0.0090802	0.0095645	0.0139835	0.0161627
0.0061405	0.0113282	0.0139749	0.0154571
0.0082430	0.0198441	0.0296747	0.0378566
0.0122765	0.0180492	0.0242068	0.0293252
0.0064894	0.0105621	0.0127999	0.0139188
0.0139971	0.0220445	0.0302444	0.0374909
0.0060894	0.0090471	0.0107869	0.0127007
0.0062729	0.0182363	0.0277801	0.0362932
0.0048273	0.0114280	0.0155657	0.0200975
0.0089805	0.0137070	0.0167005	0.0192214
0.0129967	0.0205673	0.0256685	0.0289826
0.0153224	0.0213801	0.0269033	0.0301103
0.0114688	0.0202269	0.0279423	0.0293325
0.0103949	0.0186563	0.0252215	0.0317319
0.0125758	0.0161689	0.0194450	0.0212415
0.0131314	0.0188861	0.0257396	0.0300819
0.0076371	0.0148792	0.0206729	0.0254132
0.0148531	0.0313638	0.0428692	0.0518070
0.0097087	0.0149633	0.0185476	0.0207398
0.0102582	0.0178504	0.0261381	0.0320786
0.0114693	0.0197458	0.0256695	0.0297446
0.0078299	0.0159843	0.0230028	0.0295750
0.0085709	0.0125298	0.0166927	0.0197130
0.0101770	0.0189002	0.0257387	0.0319312
0.0059465	0.0086122	0.0098425	0.0104577
0.0088217	0.0109771	0.0144356	0.0163904
0.0130456	0.0211866	0.0266886	0.0302736
0.0094208	0.0183866	0.0256683	0.0322219
0.0093612	0.0154489	0.0198136	0.0240060
0.0091668	0.0146096	0.0200524	0.0242347
0.0104147	0.0172304	0.0223581	0.0263074
0.0095155	0.0208865	0.0306875	0.0393942
0.0140437	0.0203217	0.0275431	0.0325509
0.0101713	0.0155009	0.0202675	0.0234578
0.0086412	0.0121444	0.0154919	0.0180609
0.0093142	0.0148660	0.0194084	0.0229414
0.0092177	0.0129886	0.0163405	0.0190937
0.0071182	0.0120663	0.0168407	0.0209207
0.0102275	0.0264372	0.0392892	0.0516781
0.0109121	0.0162478	0.0231481	0.0267989
0.0082787	0.0181514	0.0275871	0.0350430
0.0086728	0.0150983	0.0168391	0.0169658
0.0129628	0.0273721	0.0384990	0.0478734
0.0076296	0.0135956	0.0183570	0.0222577
0.0076375	0.0188636	0.0271451	0.0351506
0.0120557	0.0185577	0.0243485	0.0294620
0.0118576	0.0218180	0.0309089	0.0391696
0.0109350	0.0229531	0.0318967	0.0383251
0.0032806	0.0052774	0.0064185	0.0077022
0.0073791	0.0139027	0.0179666	0.0212818
0.0149683	0.0211572	0.0264825	0.0300086
0.0103321	0.0185643	0.0236043	0.0271325
0.0042608	0.0091063	0.0132835	0.0167089
0.0077951	0.0091871	0.0140591	0.0155207
0.0155584	0.0211644	0.0252588	0.0275893
0.0080810	0.0130874	0.0178965	0.0221145
0.0106110	0.0152996	0.0171915	0.0185898
0.0064011	0.0102417	0.0137979	0.0168562
0.0101429	0.0161325	0.0198043	0.0222724
0.0111449	0.0137575	0.0176766	0.0199628
0.0106772	0.0196360	0.0279186	0.0354970
0.0068671	0.0145603	0.0214791	0.0277266
0.0101350	0.0235182	0.0352407	0.0457176
0.0035737	0.0061944	0.0078622	0.0088152
0.0044072	0.0067577	0.0086676	0.0102835
0.0056621	0.0129599	0.0186849	0.0233404
0.0120521	0.0168122	0.0213360	0.0249144
0.0085544	0.0244865	0.0385740	0.0503721
0.0082232	0.0132546	0.0176908	0.0211531
0.0098373	0.0138919	0.0170824	0.0192759
0.0051139	0.0083682	0.0109251	0.0131334
0.0170242	0.0277816	0.0344660	0.0395837
0.0080640	0.0202146	0.0302946	0.0389035
0.0042669	0.0081660	0.0109615	0.0127271
0.0049661	0.0085998	0.0112645	0.0138081
0.0182710	0.0172340	0.0261721	0.0298262
0.0039957	0.0090226	0.0128894	0.0164985
0.0107091	0.0155981	0.0191678	0.0227375
0.0058661	0.0152622	0.0232047	0.0291746
0.0084578	0.0176737	0.0265304	0.0335519
0.0096131	0.0240632	0.0340742	0.0402890
0.0113425	0.0189322	0.0254678	0.0310758
0.0089616	0.0120732	0.0136913	0.0154338
0.0094862	0.0135733	0.0167522	0.0186192
0.0085618	0.0138211	0.0174293	0.0201813
0.0126144	0.0141452	0.0199280	0.0229044
0.0085249	0.0122388	0.0159948	0.0186958
0.0097461	0.0092949	0.0166946	0.0183642
0.0059352	0.0114994	0.0166926	0.0207731
0.0093813	0.0230971	0.0330126	0.0410878
0.0117323	0.0180087	0.0236287	0.0280591
0.0073319	0.0186745	0.0281371	0.0365343
0.0089866	0.0125064	0.0168125	0.0191715
0.0086606	0.0142480	0.0156448	0.0159242
0.0054499	0.0116264	0.0170158	0.0221024
0.0086466	0.0195871	0.0296747	0.0373507
0.0093563	0.0128813	0.0162747	0.0186137
0.0121440	0.0183015	0.0217794	0.0241740
0.0092900	0.0147710	0.0188586	0.0226675
0.0052822	0.0092438	0.0118848	0.0137923
0.0081324	0.0132687	0.0186190	0.0205985
0.0060466	0.0115798	0.0164285	0.0211060
0.0038095	0.0089905	0.0136381	0.0177524
0.0133515	0.0215108	0.0279083	0.0330080
0.0048511	0.0113192	0.0135830	0.0155234
0.0099333	0.0175107	0.0232415	0.0277623
0.0118626	0.0281947	0.0415753	0.0525103
0.0075210	0.0153634	0.0219202	0.0275127
0.0132001	0.0233647	0.0327934	0.0402444
0.0135646	0.0189258	0.0238349	0.0274198
0.0109058	0.0231677	0.0338193	0.0435385
0.0068792	0.0135235	0.0186914	0.0219799
0.0048968	0.0080357	0.0107981	0.0128070
0.0121641	0.0209043	0.0281127	0.0343299
0.0102757	0.0164996	0.0214703	0.0251044
0.0083696	0.0150475	0.0201227	0.0246636
0.0166799	0.0268733	0.0336069	0.0380549
0.0110036	0.0194447	0.0257454	0.0318954
0.0112783	0.0157896	0.0200609	0.0233245
0.0065308	0.0154843	0.0214884	0.0271765
0.0084187	0.0120267	0.0147326	0.0169876
0.0087433	0.0222663	0.0337297	0.0432890
0.0095675	0.0150529	0.0186248	0.0220692
0.0126597	0.0201672	0.0252606	0.0281752
0.0100379	0.0158493	0.0205601	0.0246104
0.0054463	0.0087978	0.0108925	0.0127778
0.0105704	0.0132496	0.0182182	0.0199230
0.0098793	0.0158184	0.0209008	0.0244985
0.0079054	0.0117000	0.0150730	0.0177081
0.0193819	0.0254902	0.0297776	0.0325381
0.0083110	0.0135997	0.0168544	0.0191211
0.0045431	0.0083291	0.0106007	0.0121150
0.0128600	0.0179591	0.0231331	0.0262449
0.0070658	0.0100334	0.0124357	0.0139902
0.0098546	0.0146263	0.0181531	0.0207465
0.0108540	0.0116859	0.0194501	0.0210346
0.0094330	0.0160634	0.0213951	0.0257014
0.0101010	0.0194081	0.0282741	0.0355961
0.0151554	0.0194521	0.0235925	0.0257018
0.0088014	0.0120056	0.0165077	0.0195497
0.0058293	0.0165285	0.0253462	0.0333891
0.0131178	0.0198174	0.0255600	0.0302329
0.0079701	0.0118543	0.0150323	0.0173528
0.0108245	0.0194095	0.0265013	0.0309804
0.0106943	0.0219273	0.0315854	0.0404143
0.0093816	0.0158348	0.0207153	0.0247283
0.0110118	0.0210160	0.0298685	0.0362741
0.0069542	0.0132646	0.0160334	0.0172568
0.0114053	0.0187597	0.0246983	0.0301651
0.0067299	0.0116783	0.0151092	0.0182102
0.0136163	0.0261826	0.0362862	0.0458828
0.0120504	0.0224598	0.0337153	0.0426121
0.0100298	0.0152572	0.0189546	0.0209946
0.0167261	0.0265469	0.0327617	0.0380557
0.0110399	0.0248944	0.0364095	0.0467914
0.0135110	0.0222511	0.0295879	0.0355617
0.0078191	0.0127226	0.0149756	0.0165660
0.0052201	0.0076480	0.0093476	0.0106830
0.0057191	0.0104396	0.0135262	0.0158864
0.0053032	0.0122573	0.0187112	0.0238142
0.0049399	0.0087076	0.0119729	0.0147359
0.0090378	0.0225215	0.0338916	0.0444599
0.0073805	0.0121040	0.0159419	0.0191893
0.0092518	0.0207491	0.0315578	0.0414383
0.0161657	0.0135602	0.0233900	0.0259953
0.0110721	0.0155430	0.0202838	0.0237345
0.0147490	0.0218582	0.0270576	0.0306653
0.0101273	0.0108145	0.0164931	0.0183377
0.0094356	0.0104545	0.0155488	0.0174536
0.0119990	0.0177993	0.0232011	0.0274959
0.0075848	0.0120758	0.0144710	0.0160679
0.0097369	0.0184154	0.0262473	0.0336558
0.0053708	0.0100485	0.0141199	0.0178448
0.0087210	0.0136069	0.0172845	0.0201740
0.0082299	0.0172411	0.0250023	0.0320343
0.0147424	0.0170343	0.0222994	0.0244675
0.0081106	0.0132826	0.0169264	0.0201001
0.0060857	0.0118425	0.0154610	0.0189151
0.0073846	0.0101907	0.0128492	0.0149169
0.0071165	0.0143822	0.0201550	0.0247831
0.0062194	0.0120501	0.0136049	0.0146415
0.0141983	0.0190921	0.0242881	0.0274298
0.0130886	0.0186461	0.0222299	0.0257616
0.0067959	0.0140166	0.0202462	0.0256264
0.0069963	0.0147866	0.0204929	0.0243632
0.0070892	0.0161476	0.0239121	0.0306637
0.0120515	0.0252377	0.0370874	0.0483322
0.0137664	0.0210030	0.0276459	0.0331298
0.0089583	0.0131285	0.0162176	0.0184572
0.0151935	0.0229489	0.0296115	0.0337359
0.0059933	0.0117800	0.0163267	0.0192200
0.0158160	0.0265844	0.0343242	0.0414283
0.0153915	0.0256209	0.0333878	0.0409651
0.0079942	0.0117081	0.0149183	0.0176250
0.0073617	0.0119628	0.0158737	0.0185577
0.0083439	0.0167357	0.0232574	0.0290118
0.0181431	0.0252743	0.0316777	0.0364317
0.0108606	0.0164544	0.0214669	0.0250629
0.0159076	0.0213201	0.0283498	0.0327393
0.0046252	0.0090691	0.0127874	0.0159616
0.0123462	0.0185894	0.0234296	0.0265863
0.0135755	0.0218514	0.0264250	0.0294740
0.0098726	0.0090164	0.0143940	0.0167217
0.0067587	0.0120581	0.0159750	0.0192008
0.0095830	0.0193178	0.0274849	0.0345647
0.0072242	0.0101862	0.0122089	0.0136538
0.0135477	0.0164863	0.0213178	0.0238580
0.0035606	0.0062310	0.0085199	0.0104274
0.0091420	0.0132208	0.0184247	0.0213502
0.0178876	0.0276301	0.0385703	0.0459169
0.0143070	0.0238317	0.0317225	0.0379794
0.0076527	0.0177025	0.0267382	0.0355894
0.0112455	0.0157327	0.0196658	0.0226019
0.0108162	0.0133590	0.0178752	0.0200385
0.0056599	0.0079904	0.0089892	0.0103209
0.0098054	0.0184399	0.0258061	0.0324894
0.0074745	0.0106636	0.0129558	0.0149490
0.0093562	0.0191441	0.0262452	0.0308033
0.0148394	0.0242826	0.0319914	0.0386724
0.0152873	0.0202390	0.0273520	0.0317535
0.0092181	0.0142652	0.0190619	0.0228159
0.0202145	0.0286063	0.0353032	0.0395197
0.0066731	0.0165260	0.0252146	0.0330968
0.0068424	0.0114813	0.0144965	0.0164101
0.0112949	0.0150210	0.0174663	0.0199116
0.0067064	0.0123941	0.0165538	0.0205437
0.0111113	0.0176440	0.0227810	0.0271919
0.0109157	0.0209151	0.0304435	0.0384797
0.0118908	0.0156484	0.0187885	0.0204872
0.0083731	0.0120573	0.0144018	0.0167462
0.0037883	0.0083604	0.0120181	0.0152839
0.0066902	0.0098459	0.0126229	0.0143901
0.0158259	0.0217606	0.0263311	0.0293324
0.0060516	0.0088756	0.0110273	0.0127755
0.0067958	0.0100521	0.0120342	0.0137331
0.0109802	0.0165098	0.0218815	0.0260682
0.0094038	0.0145492	0.0187632	0.0217796
0.0160188	0.0245530	0.0310793	0.0360082
0.0090378	0.0180388	0.0245681	0.0312820
0.0120457	0.0128467	0.0192553	0.0228156
0.0078291	0.0119427	0.0149947	0.0169852
0.0111528	0.0157050	0.0190433	0.0215470
0.0132752	0.0185269	0.0230492	0.0265018
0.0101544	0.0165994	0.0221634	0.0267075
0.0075390	0.0109768	0.0135702	0.0155605
0.0079177	0.0113846	0.0155073	0.0182247
0.0079091	0.0123338	0.0159289	0.0189708
0.0121403	0.0225001	0.0313625	0.0390515
0.0139908	0.0232385	0.0313525	0.0391683
0.0099511	0.0194255	0.0275593	0.0337564
0.0086126	0.0134658	0.0186266	0.0217025
0.0138148	0.0238118	0.0311718	0.0386498
0.0129902	0.0193950	0.0251685	0.0294535
0.0034018	0.0070994	0.0100575	0.0125719
0.0098958	0.0205956	0.0289452	0.0376040
0.0067166	0.0098774	0.0130381	0.0143024
0.0130362	0.0259869	0.0352090	0.0424672
0.0091020	0.0193599	0.0287870	0.0375640
0.0099508	0.0165133	0.0222555	0.0268208
0.0096759	0.0208911	0.0310617	0.0403528
0.0063214	0.0136623	0.0195079	0.0252176
0.0090422	0.0125930	0.0172999	0.0202726
0.0148114	0.0159157	0.0217624	0.0243608
0.0101229	0.0166624	0.0223061	0.0269196
0.0131988	0.0213710	0.0286885	0.0355272
0.0094342	0.0173967	0.0246799	0.0313970
0.0114134	0.0283465	0.0424262	0.0538864
0.0114378	0.0153134	0.0193780	0.0221193
0.0105138	0.0154812	0.0193210	0.0219723
0.0076531	0.0152623	0.0221677	0.0281055
0.0137235	0.0222636	0.0292736	0.0345062
0.0128729	0.0198768	0.0263943	0.0313230
0.0098996	0.0223232	0.0334006	0.0433844
0.0103993	0.0178903	0.0230019	0.0282456
0.0124369	0.0147076	0.0182167	0.0199713
0.0108095	0.0223153	0.0325386	0.0423221
0.0110159	0.0175540	0.0220317	0.0249162
0.0098592	0.0145916	0.0176151	0.0202442
0.0084377	0.0140472	0.0187611	0.0208351
0.0050043	0.0073501	0.0098522	0.0112597
0.0110933	0.0191263	0.0253104	0.0291357
0.0061370	0.0099136	0.0127461	0.0153425
0.0041044	0.0070766	0.0084918	0.0090580
0.0045655	0.0085938	0.0119956	0.0148602
0.0106234	0.0151262	0.0192358	0.0224708
0.0075526	0.0132926	0.0180507	0.0217514
0.0063327	0.0120971	0.0172527	0.0212309
0.0110438	0.0154296	0.0178604	0.0189701
0.0084620	0.0105775	0.0137508	0.0157076
0.0048553	0.0140422	0.0212775	0.0269896
0.0112450	0.0163564	0.0209566	0.0230012
0.0043967	0.0087073	0.0124143	0.0156903
0.0110940	0.0189535	0.0249993	0.0308032
0.0112123	0.0204416	0.0284959	0.0360115
0.0099360	0.0154269	0.0193116	0.0217023
0.0093515	0.0207000	0.0301489	0.0380881
0.0171406	0.0298456	0.0388265	0.0467672
0.0051825	0.0074859	0.0088295	0.0095973
0.0080874	0.0115879	0.0137606	0.0153298
0.0085173	0.0212371	0.0314354	0.0405690
0.0135828	0.0191702	0.0250046	0.0291721
0.0141558	0.0157058	0.0230678	0.0266067
0.0067870	0.0115379	0.0148183	0.0178725
0.0052341	0.0093819	0.0127396	0.0152085
0.0060282	0.0106304	0.0141954	0.0173068
0.0103671	0.0130107	0.0176240	0.0209416
0.0076697	0.0132720	0.0178738	0.0221423
0.0139699	0.0219526	0.0302148	0.0362419
0.0138707	0.0220114	0.0282305	0.0324231
0.0103256	0.0164386	0.0236286	0.0293298
0.0060274	0.0085890	0.0110502	0.0126575
0.0110672	0.0178011	0.0229542	0.0276386
0.0096669	0.0163459	0.0215309	0.0257492
0.0082204	0.0200675	0.0292066	0.0369436
0.0082906	0.0153731	0.0201641	0.0234554
0.0082510	0.0120146	0.0148373	0.0172258
0.0088343	0.0259656	0.0406446	0.0544840
0.0053932	0.0101392	0.0138067	0.0167190
0.0114132	0.0157983	0.0191622	0.0215049
0.0104269	0.0181680	0.0245400	0.0300694
0.0143136	0.0264251	0.0361215	0.0441840
0.0121295	0.0163015	0.0210914	0.0244907
0.0135004	0.0133334	0.0204871	0.0231872
0.0060697	0.0110448	0.0156716	0.0197015
0.0153812	0.0120451	0.0205785	0.0237039
0.0100744	0.0199566	0.0290977	0.0371957
0.0057531	0.0087118	0.0108487	0.0126568
0.0066744	0.0131335	0.0175472	0.0215304
0.0101172	0.0163607	0.0213736	0.0256575
0.0074052	0.0099520	0.0137917	0.0155549
0.0056581	0.0126910	0.0190893	0.0241656
0.0109234	0.0135619	0.0182057	0.0207387
0.0141092	0.0176695	0.0237680	0.0272294
0.0083241	0.0217079	0.0336771	0.0444495
0.0087428	0.0129173	0.0172100	0.0205181
0.0138670	0.0175085	0.0232097	0.0265937
0.0072281	0.0121688	0.0150966	0.0161946
0.0094871	0.0147450	0.0193171	0.0232605
0.0086564	0.0211864	0.0308196	0.0394761
0.0124750	0.0220804	0.0297726	0.0355916
0.0132337	0.0127415	0.0198651	0.0232821
0.0119909	0.0193944	0.0269721	0.0327498
0.0068998	0.0122917	0.0173638	0.0214762
0.0131689	0.0173556	0.0244095	0.0289259
0.0116284	0.0183763	0.0242755	0.0291984
0.0099520	0.0227259	0.0341344	0.0435402
0.0120851	0.0150964	0.0206773	0.0237688
0.0058754	0.0110224	0.0162180	0.0202967
0.0108916	0.0188880	0.0232997	0.0261491
0.0096440	0.0129425	0.0165237	0.0185343
0.0108699	0.0180247	0.0244227	0.0292386
0.0149246	0.0214097	0.0254073	0.0282501
0.0031107	0.0051845	0.0066658	0.0077027
0.0110054	0.0137227	0.0172553	0.0188857
0.0145275	0.0223620	0.0265126	0.0290031
0.0109716	0.0198966	0.0275801	0.0339215
0.0123292	0.0258913	0.0385288	0.0493168
0.0118125	0.0142734	0.0184570	0.0200156
0.0073070	0.0181750	0.0277943	0.0359338
0.0051226	0.0081717	0.0100012	0.0119527
0.0121651	0.0217485	0.0309817	0.0383770
0.0096965	0.0152851	0.0205871	0.0247427
0.0084980	0.0134551	0.0159337	0.0175271
0.0168358	0.0225927	0.0277519	0.0315537
0.0127383	0.0201180	0.0258525	0.0300829
0.0083304	0.0141411	0.0191804	0.0230886
0.0096719	0.0183766	0.0263463	0.0331554
0.0107412	0.0205948	0.0296049	0.0380382
0.0073241	0.0115463	0.0149929	0.0174917
0.0038109	0.0073977	0.0103119	0.0127778
0.0074493	0.0101097	0.0140472	0.0160692
0.0044209	0.0095116	0.0135305	0.0166117
0.0121316	0.0166906	0.0205542	0.0219451
0.0060002	0.0083574	0.0102861	0.0117861
0.0063441	0.0124062	0.0178104	0.0229328
0.0090468	0.0130289	0.0170498	0.0203360
0.0115152	0.0172728	0.0226191	0.0266289
0.0056207	0.0160905	0.0253481	0.0326771
0.0111487	0.0173675	0.0228774	0.0275495
0.0109766	0.0230509	0.0331933	0.0425015
0.0047152	0.0093208	0.0120622	0.0140360
0.0067894	0.0150102	0.0206953	0.0246627
0.0087328	0.0137729	0.0177651	0.0210586
0.0105920	0.0132400	0.0180317	0.0206166
0.0209485	0.0316599	0.0395274	0.0462101
0.0109616	0.0158781	0.0212515	0.0238575
0.0052034	0.0106806	0.0150624	0.0192798
0.0138757	0.0169387	0.0212545	0.0234821
0.0118979	0.0137799	0.0187560	0.0213716
0.0053523	0.0121812	0.0172874	0.0213479
0.0052500	0.0088594	0.0115938	0.0138907
0.0088442	0.0128017	0.0174819	0.0211641
0.0091289	0.0189541	0.0266519	0.0340788
0.0058745	0.0101204	0.0136102	0.0168673
0.0044795	0.0075807	0.0098779	0.0117157
0.0102649	0.0194596	0.0269516	0.0328381
0.0096899	0.0161499	0.0215139	0.0261282
0.0124812	0.0242536	0.0305533	0.0342936
0.0146072	0.0191872	0.0233161	0.0251550
0.0156193	0.0214562	0.0257799	0.0292929
0.0119807	0.0153312	0.0172603	0.0189863
0.0104156	0.0158650	0.0196885	0.0224132
0.0043907	0.0083729	0.0115383	0.0141931
0.0139988	0.0166697	0.0212745	0.0235309
0.0091778	0.0137667	0.0166812	0.0181695
0.0127267	0.0166570	0.0197138	0.0215231
0.0110903	0.0164948	0.0221806	0.0265542
0.0109157	0.0240550	0.0340273	0.0431237
0.0056957	0.0082018	0.0102522	0.0113914
0.0157790	0.0230616	0.0291709	0.0346328
0.0073386	0.0102278	0.0138104	0.0159484
0.0087029	0.0261766	0.0424265	0.0560247
0.0162379	0.0255589	0.0328133	0.0387601
0.0064142	0.0140501	0.0192426	0.0229514
0.0052524	0.0108050	0.0148568	0.0186085
0.0133926	0.0194639	0.0237496	0.0279458
0.0034233	0.0063744	0.0086172	0.0101518
0.0138243	0.0252748	0.0326059	0.0391689
0.0114845	0.0230321	0.0326866	0.0422149
0.0085172	0.0139333	0.0189125	0.0232367
0.0118910	0.0150797	0.0197298	0.0230513
0.0077223	0.0094900	0.0122812	0.0136768
0.0095678	0.0129937	0.0183771	0.0219742
0.0118666	0.0094393	0.0177099	0.0196877
0.0089970	0.0153895	0.0211112	0.0258465
0.0064111	0.0105126	0.0146141	0.0179590
0.0093972	0.0139056	0.0170562	0.0192832
0.0103063	0.0168433	0.0231166	0.0282830
0.0106327	0.0173204	0.0234821	0.0284791
0.0095490	0.0156256	0.0202332	0.0244401
0.0081829	0.0129145	0.0170894	0.0208191
0.0078847	0.0126334	0.0155901	0.0168445
0.0092763	0.0152048	0.0193198	0.0237837
0.0111597	0.0179004	0.0250905	0.0305954
0.0103730	0.0187609	0.0256668	0.0324889
0.0070939	0.0128576	0.0163491	0.0183997
0.0127105	0.0201582	0.0272059	0.0335149
0.0141655	0.0236514	0.0311136	0.0361727
0.0056481	0.0116285	0.0168115	0.0216623
0.0063053	0.0108511	0.0140771	0.0170098
0.0057832	0.0086748	0.0101895	0.0118418
0.0091958	0.0166865	0.0216193	0.0255169
0.0066544	0.0093498	0.0117083	0.0135614
0.0054183	0.0100176	0.0139238	0.0167590
0.0113785	0.0167720	0.0237661	0.0285680
0.0036796	0.0061972	0.0083275	0.0100705
0.0059096	0.0092930	0.0132177	0.0156537
0.0077222	0.0117378	0.0146208	0.0174008
0.0090844	0.0158748	0.0201876	0.0234910
0.0066724	0.0103887	0.0123313	0.0134293
0.0106834	0.0237372	0.0357797	0.0459890
0.0043681	0.0084065	0.0110438	0.0131866
0.0161078	0.0184313	0.0281022	0.0331261
0.0089018	0.0175850	0.0247064	0.0313594
0.0108799	0.0158411	0.0211070	0.0250238
0.0102293	0.0183674	0.0239625	0.0293879
0.0069470	0.0133887	0.0189462	0.0236197
0.0094412	0.0128744	0.0159643	0.0180242
0.0105916	0.0201543	0.0291723	0.0374035
0.0098076	0.0222139	0.0336303	0.0436854
0.0096465	0.0220571	0.0327755	0.0425347
0.0083986	0.0110146	0.0147320	0.0172561
0.0042282	0.0072483	0.0093624	0.0111745
0.0114788	0.0168134	0.0217668	0.0256726
0.0091184	0.0154472	0.0222755	0.0270638
0.0130908	0.0125347	0.0195603	0.0227951
0.0117683	0.0172950	0.0241139	0.0282659
0.0090050	0.0148859	0.0185614	0.0216856
0.0097285	0.0164449	0.0226727	0.0278829
0.0078475	0.0163296	0.0235426	0.0302214
0.0145862	0.0243431	0.0328189	0.0393235
0.0161386	0.0293330	0.0395832	0.0490701
0.0079038	0.0179812	0.0255886	0.0327019
0.0144711	0.0225107	0.0283089	0.0322556
0.0059228	0.0102510	0.0138199	0.0168573
0.0085744	0.0293665	0.0473005	0.0623135
0.0050206	0.0075893	0.0096910	0.0114423
0.0130035	0.0180048	0.0238583	0.0273406
0.0103291	0.0170413	0.0207886	0.0219941
0.0096226	0.0145925	0.0180820	0.0210428
0.0129731	0.0234389	0.0309611	0.0372841
0.0061580	0.0187918	0.0293199	0.0380205
0.0045633	0.0124002	0.0181044	0.0222709
0.0040602	0.0115437	0.0177534	0.0228485
0.0085173	0.0188383	0.0259027	0.0317646
0.0099931	0.0130489	0.0167654	0.0183345
0.0094019	0.0156520	0.0205131	0.0242525
0.0138459	0.0249398	0.0334538	0.0409358
0.0140005	0.0194200	0.0269588	0.0319615
0.0109885	0.0196059	0.0274027	0.0336949
0.0048271	0.0080853	0.0104989	0.0126711
0.0075663	0.0144500	0.0205371	0.0246331
0.0056372	0.0076564	0.0100964	0.0113585
0.0141767	0.0191330	0.0241258	0.0279524
0.0129810	0.0234243	0.0311837	0.0364054
0.0038419	0.0056499	0.0070059	0.0079099
0.0055234	0.0134295	0.0197653	0.0249095
0.0054460	0.0085286	0.0104809	0.0120222
0.0098127	0.0221934	0.0337361	0.0436840
0.0123006	0.0218971	0.0300336	0.0367583
0.0095232	0.0145472	0.0187464	0.0224207
0.0107322	0.0173585	0.0237816	0.0278876
0.0064192	0.0099498	0.0125175	0.0147642
0.0040299	0.0066269	0.0081493	0.0092239
0.0060239	0.0100941	0.0131332	0.0151412
0.0060338	0.0107603	0.0143806	0.0168445
0.0087548	0.0120698	0.0148321	0.0165322
0.0071270	0.0114788	0.0149477	0.0181012
0.0081503	0.0155277	0.0213593	0.0261372
0.0091063	0.0177960	0.0263965	0.0337767
0.0103527	0.0155049	0.0182496	0.0193091
0.0100474	0.0134065	0.0188651	0.0227940
0.0139051	0.0332747	0.0488236	0.0623290
0.0107680	0.0140607	0.0191926	0.0220403
0.0089099	0.0253731	0.0388662	0.0497195
0.0061758	0.0095012	0.0117181	0.0137767
0.0118616	0.0240731	0.0332901	0.0403294
0.0048437	0.0100103	0.0136700	0.0167915
0.0189525	0.0247543	0.0321586	0.0357503
0.0089812	0.0158432	0.0208888	0.0250262
0.0164561	0.0287267	0.0385646	0.0464350
0.0093231	0.0240102	0.0368135	0.0474457
0.0061055	0.0119565	0.0167053	0.0208604
0.0069503	0.0127935	0.0170376	0.0207279
0.0070437	0.0139113	0.0189299	0.0242127
0.0116961	0.0184700	0.0247080	0.0289478
0.0079207	0.0102423	0.0126322	0.0142710
0.0114778	0.0192740	0.0263341	0.0324844
